Food,Categlory,ID,Carbs,Calories,Protien,Fat,Measure
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,RAW",5053,0,137,19.56,5.92,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,FRIED",5054,5.68,288,29.99,15.32,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,RSTD",5055,0,239,28.19,13.16,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,STWD",5056,0,209,25.31,11.19,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,RAW",5057,0,172,20.85,9.25,".5 breast, bone removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,BATTER",5058,8.99,260,24.84,13.2,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,FLR",5059,1.64,222,31.84,8.87,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD",5060,0,197,29.8,7.78,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,STWD",5061,0,184,27.39,7.42,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,RAW",5062,0,110,23.09,1.24,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,FRIED",5063,0.51,187,33.44,4.71,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,RSTD",5064,0,165,31.02,3.57,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,STWD",5065,0,151,28.98,3.03,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,RAW",5066,0,161,19.27,8.68,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,BATTER",5067,8.28,268,21.95,15.75,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,FLR",5068,1.63,245,26.96,13.72,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,RSTD",5069,0,216,27.03,11.15,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD",5070,0,204,25.32,10.64,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,RAW",5071,0,119,20.59,3.42,"1 drumstick, bone and skin removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,FRIED",5072,0,195,28.62,8.08,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,RSTD",5073,0,172,28.29,5.66,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,STWD",5074,0,169,27.5,5.71,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW",5075,0,187,18.15,12.12,"1 leg, bone removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,BATTER",5076,8.72,273,21.77,16.17,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,FLR",5077,2.5,254,26.84,14.43,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,RSTD",5078,0,232,25.96,13.46,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,STWD",5079,0,220,24.17,12.92,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,RAW",5080,0,120,20.13,3.81,"1 leg, bone and skin removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,FRIED",5081,0.65,208,28.38,9.32,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD",5082,0,191,27.03,8.43,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,STWD",5083,0,185,26.26,8.06,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,RAW",5084,0,297,14.07,26.24,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,BATTER",5085,8.7,330,19.82,23.52,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,FLR",5086,4.24,332,24.01,23.61,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD SIMMRD",5087,0,247,19.61,18.1,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,RAW",5088,0,154,17.55,8.78,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,FRIED",5089,1.77,229,26.87,11.88,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,SIMMRD",5090,0,179,24.56,8.18,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,RAW",5091,0,211,17.27,15.25,"1 thigh, bone removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,BATTER",5092,9.08,277,21.61,16.53,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,FLR",5093,3.18,262,26.75,14.98,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,RSTD",5094,0,247,25.06,15.49,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,STWD",5095,0,232,23.26,14.74,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,RAW",5096,0,119,19.65,3.91,"1 thigh, bone and skin removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,FRIED",5097,1.18,218,28.18,10.3,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,RSTD",5098,0,209,25.94,10.88,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,STWD",5099,0,195,25,9.79,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,RAW",5100,0,222,18.33,15.97,"1 wing, bone removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,BATTER",5101,10.94,324,19.87,21.81,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,FLR",5102,2.39,321,26.11,22.16,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,RSTD",5103,0,290,26.86,19.46,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,STWD",5104,0,249,22.78,16.82,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,RAW",5105,0,126,21.97,3.54,"1 wing, bone and skin removed (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,FRIED",5106,0,211,30.15,9.15,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,RSTD",5107,0,203,30.46,8.13,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,STWD",5108,0,181,27.18,7.18,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,RAW",5109,0.09,213,17.09,15.46,1 chicken
CHICKEN,"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",5110,0.05,220,23.96,13.07,1 chicken
CHICKEN,"CHICKEN,ROASTING,MEAT&SKN,RAW",5111,0,216,17.14,15.85,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,ROASTING,MEAT&SKN,CKD,RSTD",5112,0,223,23.97,13.39,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,ROASTING,MEAT ONLY,RAW",5113,0,111,20.33,2.7,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,ROASTING,MEAT ONLY,CKD,RSTD",5114,0,167,25.01,6.63,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,ROASTING,GIBLETS,RAW",5115,1.14,127,18.14,5.04,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,ROASTING,GIBLETS,CKD,SIMMRD",5116,0.86,165,26.77,5.22,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,RAW",5117,0,109,22.2,1.63,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,CKD,RSTD",5118,0,153,27.13,4.07,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,ROASTING,DK MEAT,MEAT ONLY,RAW",5119,0,113,18.74,3.61,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,ROASTING,DK MEAT,MEAT ONLY,CKD,RSTD",5120,0,178,23.25,8.75,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,STEWING,MEAT&SKN,&GIBLETS&NECK,RAW",5121,0.19,251,17.48,19.52,1 chicken
CHICKEN,"CHICKEN,STEWING,MEAT & SKN,& GIBLETS & NECK,CKD,STWD",5122,0.03,214,24.88,11.91,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,STEWING,MEAT&SKN,RAW",5123,0,258,17.55,20.33,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,STEWING,MEAT&SKN,CKD,STWD",5124,0,285,26.88,18.87,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,STEWING,MEAT ONLY,RAW",5125,0,148,21.26,6.32,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,STEWING,MEAT ONLY,CKD,STWD",5126,0,237,30.42,11.89,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,STEWING,GIBLETS,RAW",5127,2.13,168,17.89,9.21,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,STEWING,GIBLETS,CKD,SIMMRD",5128,0.11,194,25.73,9.3,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,STEWING,LT MEAT,MEAT ONLY,RAW",5129,0,137,23.1,4.21,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,STEWING,LT MEAT,MEAT ONLY,CKD,STWD",5130,0,213,33.04,7.98,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,STEWING,DK MEAT,MEAT ONLY,RAW",5131,0,157,19.7,8.12,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN,"CHICKEN,STEWING,DK MEAT,MEAT ONLY,CKD,STWD",5132,0,258,28.14,15.28,"1 cup, chopped or diced"
CHICKEN,"CHICKEN,CAPONS,MEAT&SKN&GIBLETS&NECK,RAW",5133,0.08,232,18.51,16.9,1 capon
CHICKEN,"CHICKEN,CAPONS,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",5134,0.04,226,28.35,11.67,1 capon
CHICKEN,"CHICKEN,CAPONS,MEAT&SKN,RAW",5135,0,234,18.77,17.07,".5 capon, bone removed"
CHICKEN,"CHICKEN,CAPONS,MEAT&SKN,CKD,RSTD",5136,0,229,28.96,11.65,".5 capon, bone removed"
CHICKEN,"CHICKEN,CAPONS,GIBLETS,RAW",5137,1.42,130,18.28,5.18,1 giblets
CHICKEN,"CHICKEN,CAPONS,GIBLETS,CKD,SIMMRD",5138,0.76,164,26.39,5.4,"1 cup, chopped or diced"
DUCK,"DUCK,DOMESTICATED,MEAT&SKN,RAW",5139,0,404,11.49,39.34,"1 unit,  (yield from 1 lb ready-to-cook duck)"
DUCK,"DUCK,DOMESTICATED,MEAT&SKN,CKD,RSTD",5140,0,337,18.99,28.35,"1 cup, chopped or diced"
DUCK,"DUCK,DOMESTICATED,MEAT ONLY,RAW",5141,0,132,18.28,5.95,"1 unit,  (yield from 1 lb ready-to-cook duck)"
DUCK,"DUCK,DOMESTICATED,MEAT ONLY,CKD,RSTD",5142,0,201,23.48,11.2,"1 cup, chopped or diced"
DUCK,"DUCK,DOMESTICATED,LIVER,RAW",5143,3.53,136,18.74,4.64,1 liver
DUCK,"DUCK,WILD,MEAT&SKN,RAW",5144,0,211,17.42,15.2,"1 unit,  (yield from 1 lb ready-to-cook duck)"
DUCK,"DUCK,WILD,BREAST,MEAT ONLY,RAW",5145,0,123,19.85,4.25,"1 unit,  (yield from 1 lb ready-to-cook duck)"
GOOSE,"GOOSE,DOMESTICATED,MEAT&SKN,RAW",5146,0,371,15.86,33.62,"1 unit,  (yield from 1 lb ready-to-cook goose)"
GOOSE,"GOOSE,DOMESTICATED,MEAT&SKN,CKD,RSTD",5147,0,305,25.16,21.92,"1 cup, chopped or diced"
GOOSE,"GOOSE,DOMESTICATED,MEAT ONLY,RAW",5148,0,161,22.75,7.13,"1 unit,  (yield from 1 lb ready-to-cook goose)"
GOOSE,"GOOSE,DOMESTICATED,MEAT ONLY,CKD,RSTD",5149,0,238,28.97,12.67,"1 unit,  (yield from 1 lb ready-to-cook goose)"
GOOSE,"GOOSE,LIVER,RAW",5150,6.32,133,16.37,4.28,1 liver
GUINEA HEN,"GUINEA HEN,MEAT&SKN,RAW",5151,0,158,23.4,6.45,"1 unit,  (yield from 1 lb ready-to-cook guinea)"
GUINEA HEN,"GUINEA HEN,MEAT ONLY,RAW",5152,0,110,20.64,2.47,"1 unit,  (yield from 1 lb ready-to-cook guinea)"
PHEASANT,"PHEASANT,RAW,MEAT&SKN",5153,0,181,22.7,9.29,"1 unit,  (yield from 1 lb ready-to-eat pheasant)"
PHEASANT,"PHEASANT,RAW,MEAT ONLY",5154,0,133,23.57,3.64,"1 unit,  (yield from 1 lb ready-to-eat pheasant)"
PHEASANT,"PHEASANT,BREAST,MEAT ONLY,RAW",5155,0,133,24.37,3.25,"1 unit,  (yield from 1 lb ready-to-eat pheasant)"
PHEASANT,"PHEASANT,LEG,MEAT ONLY,RAW",5156,0,134,22.2,4.3,"1 unit,  (yield from 1 lb ready-to-eat pheasant)"
QUAIL,"QUAIL,MEAT AND SKIN,RAW",5157,0,192,19.63,12.05,1 quail
QUAIL,"QUAIL,MEAT ONLY,RAW",5158,0,134,21.76,4.53,1 quail
QUAIL,"QUAIL,BREAST,MEAT ONLY,RAW",5159,0,123,22.59,2.99,"1 unit,  (yield from 1 lb ready-to cook quail)"
SQUAB,"SQUAB,(PIGEON),MEAT&SKN,RAW",5160,0,294,18.47,23.8,"1 unit,  (yield from 1 lb ready-to-cook squab)"
SQUAB,"SQUAB,(PIGEON),MEAT ONLY,RAW",5161,0,142,17.5,7.5,"1 unit,  (yield from 1 lb ready-to-cook squab)"
SQUAB,"SQUAB,(PIGEON),LT MEAT WO/SKN,RAW",5162,0,134,21.76,4.52,"1 breast, bone removed"
TURKEY,"TURKEY,ALL CLASSES,MEAT&SKN&GIBLETS&NECK,RAW",5163,0.08,157,20.37,7.77,1 turkey
TURKEY,"TURKEY,ALL CLASSES,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",5164,0.07,205,27.98,9.45,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,MEAT&SKN,RAW",5165,0,160,20.42,8.02,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,MEAT&SKN,CKD,RSTD",5166,0,208,28.1,9.73,"1 cup, chopped or diced"
TURKEY,"TURKEY,ALL CLASSES,MEAT ONLY,RAW",5167,0,119,21.77,2.86,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,MEAT ONLY,CKD,RSTD",5168,0,170,29.32,4.97,"1 cup, chopped or diced"
TURKEY,"TURKEY,ALL CLASSES,SKN ONLY,RAW",5169,0,387,12.71,36.91,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,SKN ONLY,CKD,RSTD",5170,0,442,19.7,39.66,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,GIBLETS,RAW",5171,2.09,129,19.36,4.2,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,GIBLETS,CKD,SIMMRD,SOME GIBLET FAT",5172,0.8,199,20.89,11.86,"1 cup, chopped or dice"
TURKEY,"TURKEY,GIZZARD,ALL CLASSES,RAW",5173,0,118,19.14,4.58,1 gizzard
TURKEY,"TURKEY,GIZZARD,ALL CLASSES,CKD,SIMMRD",5174,0.38,129,21.72,3.87,1 gizzard
TURKEY,"TURKEY,HEART,ALL CLASSES,RAW",5175,0.41,113,17.13,4.79,1 heart
TURKEY,"TURKEY,HEART,ALL CLASSES,CKD,SIMMRD",5176,0.68,136,21.47,4.64,1 heart
TURKEY,"TURKEY,LIVER,ALL CLASSES,RAW",5177,2.26,228,17.84,16.36,1 liver
TURKEY,"TURKEY,LIVER,ALL CLASSES,CKD,SIMMRD",5178,1.21,273,20.02,20.54,1 liver
TURKEY,"TURKEY,ALL CLASSES,NECK,MEAT ONLY,RAW",5179,0,135,20.14,5.42,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,NECK,MEAT ONLY,CKD,SIMMRD",5180,0,180,26.84,7.26,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,LT MEAT,MEAT&SKN,RAW",5181,0,159,21.64,7.36,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,LT MEAT,MEAT&SKN,CKD,RSTD",5182,0,197,28.57,8.33,"1 cup, chopped or diced"
TURKEY,"TURKEY,ALL CLASSES,DK MEAT,MEAT&SKN,RAW",5183,0,160,18.92,8.8,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,DK MEAT,MEAT&SKN,CKD,RSTD",5184,0,221,27.49,11.54,"1 cup, chopped or diced"
TURKEY,"TURKEY,ALL CLASSES,LT MEAT,RAW",5185,0,115,23.56,1.56,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,LT MEAT,CKD,RSTD",5186,0,157,29.9,3.22,"1 cup, chopped or diced"
TURKEY,"TURKEY,ALL CLASSES,DK MEAT,RAW",5187,0,125,20.07,4.38,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,DK MEAT,CKD,RSTD",5188,0,187,28.57,7.22,"1 cup, chopped or diced"
TURKEY,"TURKEY,ALL CLASSES,BACK,MEAT&SKN,RAW",5189,0,196,18.11,13.11,".5 back, bone removed"
TURKEY,"TURKEY,ALL CLASSES,BACK,MEAT&SKN,CKD,RSTD",5190,0,243,26.59,14.38,"1 cup, chopped or diced"
TURKEY,"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,RAW",5191,0,157,21.89,7.02,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,CKD,RSTD",5192,0,189,28.71,7.41,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,LEG,MEAT&SKN,RAW",5193,0,144,19.54,6.72,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,LEG,MEAT&SKN,CKD,RSTD",5194,0,208,27.87,9.82,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,WING,MEAT&SKN,RAW",5195,0,197,20.22,12.32,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,ALL CLASSES,WING,MEAT&SKN,CKD,RSTD",5196,0,229,27.38,12.43,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,MEAT&SKN&GIBLETS&NECK,RAW",5197,0.05,133,22.15,4.25,1 turkey
TURKEY,"TURKEY,FRYER-ROASTERS,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",5198,0.04,171,28.08,5.64,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,MEAT&SKN,RAW",5199,0,134,22.37,4.25,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,MEAT&SKN,CKD,RSTD",5200,0,172,28.26,5.72,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,MEAT ONLY,RAW",5201,0,110,22.32,1.58,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,MEAT ONLY,CKD,RSTD",5202,0,150,29.56,2.63,"1 cup, chopped or diced"
TURKEY,"TURKEY,FRYER-ROASTERS,SKN ONLY,RAW",5203,0,283,16.6,23.54,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,SKN ONLY,CKD,RSTD",5204,0,299,20.94,23.28,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT&SKN,RAW",5205,0,133,23.09,3.81,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT&SKN,CKD,RSTD",5206,0,164,28.77,4.58,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKN,RAW",5207,0,129,20.06,4.79,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKN,CKD,RSTD",5208,0,182,27.69,7.06,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT ONLY,RAW",5209,0,108,24.18,0.49,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT ONLY,CKD,RSTD",5210,0,140,30.19,1.18,"1 cup, chopped or diced"
TURKEY,"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT ONLY,RAW",5211,0,111,20.46,2.67,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT ONLY,CKD,RSTD",5212,0,162,28.84,4.31,"1 cup, chopped or diced"
TURKEY,"TURKEY,FRYER-ROASTERS,BACK,MEAT&SKN,RAW",5213,0,151,19.89,7.27,".5 back, bone removed"
TURKEY,"TURKEY,FRYER-ROASTERS,BACK,MEAT&SKN,CKD,RSTD",5214,0,204,26.15,10.24,".5 back, bone removed"
TURKEY,"TURKEY,FRYER-ROASTERS,BACK,MEAT ONLY,RAW",5215,0,120,20.66,3.51,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,BACK,MEAT ONLY,CKD,RSTD",5216,0,170,28.02,5.64,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,BREAST,MEAT&SKN,RAW",5217,0,125,23.76,2.65,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,BREAST,MEAT&SKN,CKD,RSTD",5218,0,153,29.07,3.2,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,BREAST,MEAT ONLY,RAW",5219,0,111,24.6,0.65,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,BREAST,MEAT ONLY,CKD,RSTD",5220,0,135,30.06,0.74,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,LEG,MEAT&SKN,RAW",5221,0,118,20.13,3.57,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,LEG,MEAT&SKN,CKD,RSTD",5222,0,170,28.49,5.41,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,LEG,MEAT ONLY,RAW",5223,0,108,20.35,2.37,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
TURKEY,"TURKEY,FRYER-ROASTERS,LEG,MEAT ONLY,CKD,RSTD",5224,0,159,29.19,3.77,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
